combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc
A_dd=none_ss=ssf_mm=none_af=none_as=none,A_dd=none_ss=ssf_mm=none_af=none_as=none__unsw-nb15,unsw-nb15,none,ssf,none,none,none,A,0.8241801737616022,0.7473172307361017,0.9186667254919262,0.8446226963626501
A_dd=cade_ss=random_mm=spider_af=gpm_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,cade,random,spider,gpm,cade_mad,A,0.8236918474578437,0.9795068259904527,0.7106459013500397,0.9631276308012443
A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,none,ssf,spider,lwf_ssf,none,A,0.820585182892413,0.6985925535542673,0.9941983587752581,0.7105508553492896
A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,ssf,random,ssf,lwf_ssf,cade_mad,A,0.8198045635293969,0.9502719050804083,0.7208373775699285,0.9547332224412417
A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=none,A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,cade,ssf,none,lwf_ssf,none,A,0.8195865980693366,0.6969945270709007,0.994507191387982,0.7123590708536865
A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,none,ssf,none,lwf_ssf,none,A,0.8195865980693366,0.6969945270709007,0.994507191387982,0.7123590708536865
A_dd=ssf_ss=ssf_mm=spider_af=none_as=none,A_dd=ssf_ss=ssf_mm=spider_af=none_as=none__unsw-nb15,unsw-nb15,ssf,ssf,spider,none,none,A,0.8187613672585453,0.711954217888936,0.9632709785581929,0.7996942244521573
A_dd=none_ss=random_mm=none_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=none_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,random,none,lwf_ssf,cade_mad,A,0.8183601609657947,0.9517374517374517,0.7177711109150269,0.9544941625303069
A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none__unsw-nb15,unsw-nb15,cade,ssf,ssf,gpm,none,A,0.8182393313139833,0.7235048820179008,0.9415203388334951,0.7995653889606744
A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,random,ssf,lwf_ssf,cade_mad,A,0.8162818496382509,0.9500336818674399,0.7155431042089473,0.9548403802116314
A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,none,ssf,ssf,lwf_ssf,none,A,0.8138926477221471,0.6885130803748588,0.9951027971410924,0.6852510569712743
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none__unsw-nb15,unsw-nb15,ssf,ssf,ssf,none,none,A,0.8133850488492078,0.6948299574893724,0.9807200211770934,0.7846641203795861
A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none__unsw-nb15,unsw-nb15,none,ssf,ssf,gpm,none,A,0.8082514938945181,0.7640932937732104,0.8578267007853172,0.7677705211165299
A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none__unsw-nb15,unsw-nb15,ssf,ssf,spider,lwf_ssf,none,A,0.8052637695670442,0.6769882904685316,0.993514515132798,0.7159893834658897
A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad__unsw-nb15,unsw-nb15,cade,random,spider,none,cade_mad,A,0.8030605541457886,0.9650475217485527,0.6876378717021089,0.9261873734734531
A_dd=cade_ss=ssf_mm=none_af=gpm_as=none,A_dd=cade_ss=ssf_mm=none_af=gpm_as=none__unsw-nb15,unsw-nb15,cade,ssf,none,gpm,none,A,0.8028480235698502,0.7485692483784815,0.865613694520427,0.7607474711036752
A_dd=cade_ss=ssf_mm=spider_af=none_as=none,A_dd=cade_ss=ssf_mm=spider_af=none_as=none__unsw-nb15,unsw-nb15,cade,ssf,spider,none,none,A,0.8024519059737844,0.6841065679580696,0.9703079502338304,0.8558020955067452
